,AMZN_ret,META_ret,GOOGL_ret,NVDA_ret,MSFT_ret,AMZN_excess,META_excess,GOOGL_excess,NVDA_excess,MSFT_excess,AI,Gemini,ChatGPT,Machine Learning,OpenAI,Meta AI,Microsoft AI,NVIDIA AI,Google AI,Amazon AI,AI_lag1,AI_lag2,Gemini_lag1,Gemini_lag2,ChatGPT_lag1,ChatGPT_lag2,Machine Learning_lag1,Machine Learning_lag2,OpenAI_lag1,OpenAI_lag2,Meta AI_lag1,Meta AI_lag2,Microsoft AI_lag1,Microsoft AI_lag2,NVIDIA AI_lag1,NVIDIA AI_lag2,Google AI_lag1,Google AI_lag2,Amazon AI_lag1,Amazon AI_lag2
2021-01-01,-0.01557601223652838,-0.054290520584101,0.042632762664033486,-0.0047040856866218395,0.04289189852283526,-0.004439351481083209,-0.04315385982865583,0.05376942341947866,0.006432575068823332,0.05402855927828043,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-02-01,-0.03532841376742368,-0.0027484541059987766,0.10646512446785095,0.05579395697613676,0.0018106650986688955,-0.06141986514487208,-0.02883990548344717,0.08037367309040255,0.029702505598688367,-0.024280786278779498,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-03-01,0.00037178414851712915,0.14327321790185188,0.020084841790562136,-0.0267052223442098,0.016924915036636845,-0.042066848384648026,0.10083458536868672,-0.02235379074260302,-0.06914385487737496,-0.02551371749652831,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-04-01,0.12066273709568343,0.10372436360694537,0.1410799234018265,0.1248424848481331,0.0696015560225618,0.06823741574812492,0.05129904225938686,0.088654602054268,0.07241716350057459,0.017176234675003288,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-05-01,-0.07047025525869377,0.011228252127264193,0.0014234005642681513,0.08228158454800427,-0.009913492194617124,-0.07595674392930074,0.005741763456657223,-0.004063088106338819,0.0767950958773973,-0.015399980865224094,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-06-01,0.06735498737093981,0.0577372436769954,0.03603964784990921,0.2313394777197042,0.08749424098752612,0.045140977805105065,0.03552323411116065,0.01382563828407446,0.20912546815386945,0.06528023142169137,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-07-01,-0.032722282722282725,0.024704535598125466,0.10350609391615118,-0.024948448424958802,0.05171643334411513,-0.055470337550671434,0.001956480769736757,0.08075803908776247,-0.04769650325334751,0.028968378515726423,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-08-01,0.043034169499993835,0.06477680492766713,0.07400892420944971,0.1480075280030695,0.05956286795426036,0.014043753244555202,0.0357863886722285,0.04501850795401108,0.11901711174763085,0.030572451698821723,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-09-01,-0.05351810876292584,-0.10540877127225057,-0.07616901663283582,-0.07439562695420443,-0.06433121692490329,-0.005948939961024746,-0.05783960247034947,-0.02859984783093472,-0.026826458152303334,-0.016762048123002193,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-10-01,0.02660245759664326,-0.04661316200841148,0.10749878571341553,0.23416708281720067,0.17629085754073448,-0.04254137880396325,-0.11575699840901799,0.03835494931280903,0.16502324641659416,0.10714702114012797,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-11-01,0.039923701306487036,0.0027505796050570908,-0.04153101054350594,0.2780533282940878,-0.003106031325275538,0.048257407491233195,0.01108428578980325,-0.03319730435875978,0.28638703447883396,0.005227674859470621,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2021-12-01,-0.04925196878828486,0.036645656134650206,0.0208212786562052,-0.09992029182503415,0.01919425074019432,-0.09286488225034972,-0.006967257327414655,-0.022791634805859662,-0.143533205287099,-0.024418662721870543,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-01-01,-0.10282991021845667,-0.06864877546903003,-0.06591899974490867,-0.1673525247979173,-0.07534493281064547,-0.05024474519106281,-0.016063610441636178,-0.013333834717514814,-0.11476735977052344,-0.022759767783251617,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-02-01,0.026672518265588474,-0.3263423430593887,-0.001821720315798192,-0.004124755816219405,-0.03919890361835099,0.05803301021149676,-0.2949818511134804,0.029538771630110094,0.02723573612968888,-0.007838411672442702,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-03-01,0.061437285030015776,0.05368901009048388,0.02969477848050861,0.11896663786481576,0.03399545236781476,0.025663996658469523,0.017915721718937627,-0.006078509891037642,0.08319334949326951,-0.0017778360037314922,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-04-01,-0.2375250931362105,-0.09844400102186657,-0.17946684852972972,-0.3201583067777549,-0.099867053837846,-0.14956838133186745,-0.01048728921752351,-0.09151013672538666,-0.23220159497341186,-0.01191034203350294,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-05-01,-0.03276431760316645,-0.03406990584572578,-0.0030453524310779523,0.006739729419822815,-0.020358906036523683,-0.032817495307811084,-0.034123083550370414,-0.003098530135722588,0.0066865517151781795,-0.02041208374116832,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-06-01,-0.11645921262241288,-0.16726921045383214,-0.04218450369690496,-0.18814262623930855,-0.053120218520509965,-0.03253921268858606,-0.08334921052000532,0.041735496236921854,-0.10422262630548174,0.03079978141331685,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-07-01,0.27059597129750057,-0.013333229235417354,0.06751830156563976,0.19841935642435016,0.09309659665911219,0.17947957956729055,-0.10444962096562738,-0.023598090164570262,0.10730296469414013,0.001980204928902163,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
2022-08-01,-0.06061504624052039,0.02407281209283818,-0.06963543448427079,-0.1689700707511923,-0.06863999787428499,-0.01817491796752202,0.06651294036583655,-0.02719530621127242,-0.12652994247819394,-0.02619986960128662,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
2022-09-01,-0.10862189009783763,-0.16724982327207583,-0.11615231997274167,-0.195772965697821,-0.10737620874451437,-0.015226218084563259,-0.07385415125880146,-0.022756647959467302,-0.10237729368454662,-0.01398053673124,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-10-01,-0.09345130582826322,-0.31338436921177315,-0.011918407602183212,0.1122009684951879,-0.0033058807935671952,-0.17331471966527212,-0.39324778304878205,-0.09178182143919211,0.032337554658179,-0.0831692946305761,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-11-01,-0.05759470309709913,0.26771154858253476,0.06856403464522853,0.25383426083493177,0.09912514602233147,-0.11134759644959225,0.21395865523004165,0.014811141292735419,0.20008136748243865,0.04537225266983835,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2022-12-01,-0.1298943525647971,0.01896688547842884,-0.12634904040220019,-0.13622044898383845,-0.057396397768041174,-0.07092287849006662,0.07793835955315931,-0.06737756632746972,-0.07724897490910798,0.0015750763066892937,11.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2023-01-01,0.22773806254069018,0.23790943447932023,0.12025378946316279,0.3368687170211173,0.03331674315186839,0.16598520470601108,0.17615657664464113,0.05850093162848369,0.2751158591864382,-0.02843611468281071,12.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,11.0,8.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2023-02-01,-0.08629878923214462,0.1743302798018196,-0.08883033852087008,0.18830927260217356,0.006496721590632415,-0.06018629530032604,0.20044277373363817,-0.0627178445890515,0.21442176653399214,0.032609215522450996,14.0,1.0,16.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,12.0,11.0,1.0,1.0,9.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
2023-03-01,0.0961476943206232,0.21150116155663956,0.15178777440534552,0.19645933587240005,0.15877672230337336,0.06109608174351422,0.17644954897953058,0.11673616182823654,0.16140772329529107,0.12372510972626438,15.0,1.0,18.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,14.0,12.0,1.0,1.0,16.0,9.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
2023-04-01,0.02091195675834423,0.1339057367765626,0.0348016795417363,-0.0008383167600187758,0.06576492094392483,0.006269615095863212,0.11926339511408157,0.02015933787925528,-0.015480658422499793,0.051122579281443814,20.0,1.0,20.0,1.0,3.0,0.0,1.0,0.0,5.0,1.0,15.0,14.0,1.0,1.0,18.0,16.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0
2023-05-01,0.14348037288458837,0.10153149079473889,0.14468054043202927,0.3634368003293069,0.06876926144103135,0.1409980255163954,0.09904914342654592,0.1421981930638363,0.36095445296111395,0.06628691407283838,27.0,1.0,22.0,1.0,2.0,0.0,1.0,0.0,9.0,1.0,20.0,15.0,1.0,1.0,20.0,18.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0
2023-06-01,0.08110796675057008,0.08408876769924922,-0.02579967952735751,0.11809451484388833,0.03926566135412224,0.016380501846335438,0.01936130279501458,-0.09052714443159215,0.05336704993965369,-0.025461803550112405,26.0,1.0,19.0,1.0,2.0,0.0,1.0,0.0,7.0,1.0,27.0,20.0,1.0,1.0,22.0,20.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,5.0,1.0,1.0
2023-07-01,0.025467873963526566,0.11018189852607674,0.10877195054142486,0.1047666724154408,-0.013566730270875182,-0.005671058391484296,0.07904296617106588,0.077633018186414,0.07362774006042994,-0.044705662625886045,25.0,1.0,15.0,1.0,2.0,0.0,1.0,0.0,7.0,1.0,26.0,27.0,1.0,1.0,19.0,22.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,9.0,1.0,1.0
2023-08-01,0.0323907994336623,-0.07128061210180758,0.025994639258988705,0.056196367390507485,-0.02429152753260344,0.050107189504516314,-0.05356422203095357,0.04371102932984272,0.0739127574613615,-0.006575137461749425,25.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,25.0,26.0,1.0,1.0,15.0,19.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0
2023-09-01,-0.07890726899285905,0.014599869514489994,-0.03899532309312892,-0.11865054231698213,-0.034603030790083644,-0.030187901527234162,0.06331923698011488,0.009724044372495966,-0.06993117485135725,0.014116336675541241,24.0,1.0,20.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,25.0,25.0,1.0,1.0,16.0,15.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,1.0,1.0
2023-10-01,0.046963447626806376,0.00353083479117533,-0.051811214285471086,-0.06242995496319681,0.07081544095933534,0.06894313636478933,0.02551052352915828,-0.029831525547488136,-0.04045026622521386,0.09279512969731829,27.0,1.0,21.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,24.0,25.0,1.0,1.0,20.0,16.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,6.0,1.0,1.0
2023-11-01,0.0976782655173829,0.08590322670401318,0.06810117947542249,0.1468856608650595,0.12067088580688945,0.008498996735412767,-0.0032760420779569532,-0.021078089306547643,0.057706392083089364,0.031491617024919316,29.0,1.0,23.0,1.0,2.0,0.0,2.0,0.0,8.0,1.0,27.0,24.0,1.0,1.0,21.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,1.0,1.0
2023-12-01,0.04004385139407618,0.08195002783364691,0.05402556065732034,0.05884110937724052,-0.005560183296133836,-0.004185379762283947,0.03772079667728678,0.00979632950096021,0.014611878220880392,-0.04978941445249396,28.0,2.0,21.0,1.0,1.0,1.0,2.0,0.0,10.0,1.0,29.0,27.0,1.0,1.0,23.0,21.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,8.0,1.0,1.0
2024-01-01,0.021455801332457725,0.10221499081717389,0.002935102944726875,0.24252673449744444,0.057281289204507146,0.005560093733466109,0.08631928321818227,-0.01296060465426474,0.22663102689845283,0.04138558160551553,30.0,1.0,21.0,1.0,1.0,0.0,2.0,0.0,8.0,1.0,28.0,29.0,2.0,1.0,21.0,23.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,10.0,8.0,1.0,1.0
2024-02-01,0.1389175127740745,0.2562925692086593,-0.011705943642630667,0.285809371093956,0.04039442520946057,0.08719687215035132,0.2045719285849361,-0.06342658426635384,0.23408873047023282,-0.011326215414262597,30.0,4.0,23.0,1.0,2.0,1.0,2.0,1.0,11.0,1.0,30.0,28.0,1.0,2.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,8.0,10.0,1.0,1.0
2024-03-01,0.020479805886374214,-0.008232085134753264,0.09006211524731911,0.14212773429999692,0.018997115925964536,-0.01053897402896875,-0.03925086505009623,0.05904333533197614,0.11110895438465396,-0.012021663989378428,34.0,4.0,24.0,1.0,1.0,0.0,2.0,1.0,11.0,1.0,30.0,30.0,4.0,1.0,23.0,21.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,8.0,1.0,1.0
2024-04-01,-0.029825949313549094,-0.11411090107717403,0.07851322031427599,-0.043715299032558885,-0.07461024703076002,0.011789122424349596,-0.07249582933927534,0.12012829205217468,-0.002100227294660195,-0.032995175292861334,32.0,4.0,25.0,1.0,1.0,4.0,2.0,1.0,10.0,1.0,34.0,30.0,4.0,4.0,24.0,23.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,11.0,11.0,1.0,1.0
2024-05-01,0.00822858537946436,0.08522208328095404,0.059712449678504864,0.26887112856577344,0.06626785958995995,-0.03979260477173474,0.03720089312975494,0.011691259527305764,0.22084993841457434,0.018246669438760854,34.0,5.0,28.0,1.0,2.0,3.0,2.0,1.0,12.0,1.0,32.0,34.0,4.0,4.0,25.0,24.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,10.0,11.0,1.0,1.0
2024-06-01,0.09527316552932019,0.08009340916240837,0.0559421749518727,0.12685039430381195,0.07859252839131026,0.06060336424623691,0.04542360787932509,0.021272373668789424,0.09218059302072867,0.04392272710822698,32.0,5.0,25.0,1.0,2.0,3.0,2.0,1.0,10.0,1.0,34.0,32.0,5.0,4.0,28.0,25.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,12.0,10.0,1.0,1.0
2024-07-01,-0.032445041513381345,-0.05735307652967525,-0.05716793748514415,-0.0526987517484252,-0.06398920220504367,-0.043766358401250094,-0.068674393417544,-0.0684892543730129,-0.06402006863629395,-0.07531051909291242,32.0,4.0,22.0,1.0,1.0,5.0,2.0,1.0,8.0,1.0,32.0,34.0,5.0,5.0,25.0,28.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,12.0,1.0,1.0
2024-08-01,-0.0453524222981363,0.09788769460590174,-0.047568974113365026,0.020082198830119413,-0.0028921658243791226,-0.06818712923476666,0.07505298766927138,-0.07040368104999539,-0.0027525081065109536,-0.02572687276100949,36.0,5.0,27.0,1.0,1.0,3.0,2.0,1.0,9.0,1.0,32.0,32.0,4.0,5.0,22.0,25.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,8.0,10.0,1.0,1.0
2024-09-01,0.043865556476496925,0.09807981325744253,0.015118070090043956,0.017341099965077156,0.03340721880066888,0.02366867238589565,0.07788292916684125,-0.005078814000557319,-0.002855784125524119,0.013210334710067606,40.0,6.0,39.0,1.0,1.0,3.0,2.0,1.0,11.0,1.0,36.0,32.0,5.0,4.0,27.0,22.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,9.0,8.0,1.0,1.0
2024-10-01,0.00037563497419568215,-0.0075440969844595696,0.03308432071818079,0.09330815064688269,-0.05565887021666738,0.010272378277347394,0.002352646318692142,0.042981064021332505,0.1032048939500344,-0.045762126913515666,39.0,6.0,43.0,1.0,1.0,5.0,2.0,1.0,11.0,1.0,40.0,36.0,6.0,5.0,39.0,27.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,11.0,9.0,1.0,1.0
2024-11-01,0.1152897328156477,0.0118749758632124,-0.01262343895381024,0.04135287561083989,0.04210666177564626,0.05798843733354886,-0.045426319618886435,-0.06992473443590908,-0.015948419871258945,-0.015194633706452576,40.0,6.0,48.0,1.0,1.0,3.0,2.0,1.0,12.0,1.0,39.0,40.0,6.0,6.0,43.0,39.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,11.0,11.0,1.0,1.0
2024-12-01,0.05531771626226978,0.019484094307945954,0.12044993637340373,-0.028643742295966224,-0.0026361876603734347,0.08030785331075341,0.04447423135642958,0.14544007342188736,-0.003653605247482594,0.022353949388110195,41.0,6.0,45.0,1.0,2.0,5.0,2.0,1.0,13.0,1.0,40.0,39.0,6.0,6.0,48.0,43.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,12.0,11.0,1.0,1.0
2025-01-01,0.08336748865953902,0.17800855553863837,0.07899529571116704,-0.10582865544473496,-0.015278788587817393,0.056351184419094924,0.15099225129819427,0.051978991470722935,-0.13284495968517906,-0.042295092828261494,44.0,6.0,48.0,1.0,1.0,4.0,3.0,2.0,13.0,1.0,41.0,40.0,6.0,6.0,45.0,48.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,13.0,12.0,1.0,1.0
2025-02-01,-0.10686635257151178,-0.030441950887559965,-0.1653759359145447,0.040393055007922785,-0.04353588105003858,-0.09262425987168665,-0.01619985818773484,-0.15113384321471957,0.05463514770774791,-0.029293788350213457,49.0,7.0,54.0,1.0,2.0,4.0,3.0,1.0,15.0,1.0,44.0,41.0,6.0,6.0,48.0,45.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,1.0,13.0,13.0,1.0,1.0
